,gender,race,race_o,field,met,match,d_d_age,d_importance_same_race,d_importance_same_religion,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,d_interests_correlate,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,d_like,d_guess_prob_liked
6502,male,european/caucasian-american,asian/pacific islander/asian-american,mba,0.0,0,[0-1],[2-5],[6-10],[0-15],[21-100],[16-20],[0-15],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[21-100],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-0.33],[7-10],[0-3],[0-2],[6-8],[0-4]
5997,female,european/caucasian-american,european/caucasian-american,creative writing - nonfiction,0.0,0,[4-6],[6-10],[0-1],[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-15],[16-20],[0-15],[21-100],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[9-10],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[0-5],[9-10],[6-8],[6-8],[0-0.33],[0-4],[0-3],[0-2],[0-5],[5-6]
8122,male,asian/pacific islander/asian-american,latino/hispanic american,industrial engineering/operations research,0.0,0,[7-37],[2-5],[2-5],[0-15],[16-20],[16-20],[16-20],[0-15],[0-15],[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[21-100],[21-100],[0-15],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[-1-0],[7-10],[0-3],[0-2],[6-8],[5-6]
2308,male,european/caucasian-american,european/caucasian-american,biology,0.0,0,[4-6],[0-1],[0-1],[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[0-15],[16-20],[16-20],[16-20],[16-20],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0.33-1],[0-4],[0-3],[3-5],[6-8],[5-6]
5490,male,european/caucasian-american,black/african american,business,0.0,0,[0-1],[2-5],[6-10],[21-100],[0-15],[0-15],[16-20],[21-100],[0-15],[6-8],[9-10],[9-10],[0-5],[6-8],[0-5],[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0-0.33],[5-6],[0-3],[3-5],[6-8],[5-6]
5028,female,asian/pacific islander/asian-american,european/caucasian-american,political science,0.0,0,[7-37],[2-5],[6-10],[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0.33-1],[5-6],[0-3],[5-18],[6-8],[0-4]
4129,male,european/caucasian-american,european/caucasian-american,medical informatics,0.0,0,[0-1],[0-1],[0-1],[0-15],[0-15],[21-100],[0-15],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[9-10],[0-5],[6-8],[9-10],[9-10],[9-10],[0-5],[0-5],[0-0.33],[7-10],[0-3],[3-5],[6-8],[5-6]
1956,female,european/caucasian-american,asian/pacific islander/asian-american,neuroscience,0.0,0,[4-6],[6-10],[6-10],[16-20],[21-100],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[16-20],[21-100],[16-20],[0-15],[16-20],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[0-5],[0-5],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[9-10],[0-5],[6-8],[9-10],[0-5],[0.33-1],[5-6],[0-3],[0-2],[9-10],[5-6]
5088,female,latino/hispanic american,european/caucasian-american,international security policy - sipa,0.0,0,[0-1],[0-1],[2-5],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[0-0.33],[5-6],[0-3],[5-18],[6-8],[7-10]
4348,male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,mba / master of international affairs [sipa],0.0,0,[4-6],[0-1],[2-5],[21-100],[21-100],[0-15],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[21-100],[0-15],[16-20],[0-15],[16-20],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[6-8],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[0-0.33],[7-10],[0-3],[0-2],[0-5],[0-4]
5108,female,european/caucasian-american,latino/hispanic american,nutrition,0.0,0,[4-6],[6-10],[6-10],[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],[0.33-1],[5-6],[0-3],[0-2],[6-8],[7-10]
8047,male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,electrical engineering,0.0,0,[0-1],[6-10],[0-1],[16-20],[16-20],[0-15],[0-15],[0-15],[21-100],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[0-15],[21-100],[21-100],[0-15],[16-20],[6-8],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[0-0.33],[7-10],[0-3],[0-2],[0-5],[0-4]
371,female,european/caucasian-american,european/caucasian-american,law,0.0,0,[0-1],[2-5],[6-10],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[-1-0],[5-6],[4-9],[3-5],[0-5],[0-4]
5387,male,european/caucasian-american,latino/hispanic american,intellectual property law,0.0,0,[7-37],[2-5],[2-5],[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[21-100],[16-20],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[0-0.33],[5-6],[0-3],[3-5],[6-8],[7-10]
1155,female,latino/hispanic american,european/caucasian-american,microbiology,0.0,0,[2-3],[0-1],[0-1],[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[0-0.33],[7-10],[4-9],[0-2],[0-5],[0-4]
5986,female,european/caucasian-american,european/caucasian-american,creative writing,0.0,0,[4-6],[0-1],[2-5],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-0.33],[0-4],[0-3],[0-2],[6-8],[7-10]
5291,female,european/caucasian-american,asian/pacific islander/asian-american,clinical psychology,0.0,0,[0-1],[6-10],[2-5],[21-100],[0-15],[0-15],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[21-100],[16-20],[0-15],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[0-0.33],[7-10],[0-3],[0-2],[6-8],[5-6]
2778,female,european/caucasian-american,european/caucasian-american,mathematics,0.0,0,[7-37],[6-10],[2-5],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[9-10],[9-10],[9-10],[6-8],[0-5],[9-10],[9-10],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-0.33],[0-4],[0-3],[3-5],[6-8],[0-4]
8238,male,european/caucasian-american,asian/pacific islander/asian-american,business,0.0,0,[2-3],[2-5],[2-5],[0-15],[21-100],[16-20],[16-20],[0-15],[16-20],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[9-10],[9-10],[6-8],[-1-0],[7-10],[0-3],[5-18],[6-8],[5-6]
8072,male,european/caucasian-american,asian/pacific islander/asian-american,law,0.0,0,[0-1],[6-10],[6-10],[16-20],[0-15],[0-15],[21-100],[0-15],[0-15],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[9-10],[0-5],[6-8],[9-10],[0-5],[9-10],[0-5],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-0.33],[7-10],[0-3],[5-18],[6-8],[0-4]
8304,male,european/caucasian-american,asian/pacific islander/asian-american,general management/finance,0.0,0,[0-1],[2-5],[2-5],[0-15],[21-100],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[9-10],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[0-5],[0.33-1],[5-6],[0-3],[3-5],[0-5],[0-4]
7188,male,latino/hispanic american,european/caucasian-american,neurosciences/stem cells,0.0,0,[4-6],[0-1],[0-1],[16-20],[16-20],[0-15],[16-20],[0-15],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[9-10],[0-5],[6-8],[0-5],[0-5],[0.33-1],[7-10],[0-3],[0-2],[9-10],[7-10]
955,male,european/caucasian-american,asian/pacific islander/asian-american,mba,0.0,0,[2-3],[2-5],[0-1],[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[0-5],[0-5],[9-10],[0-5],[9-10],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[0.33-1],[0-4],[0-3],[0-2],[6-8],[0-4]
6638,female,european/caucasian-american,european/caucasian-american,social work,0.0,0,[2-3],[0-1],[2-5],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-15],[0-15],[16-20],[16-20],[16-20],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[9-10],[6-8],[0-5],[0.33-1],[0-4],[0-3],[5-18],[0-5],[5-6]
6569,female,other,latino/hispanic american,mfa writing,0.0,0,[2-3],[2-5],[2-5],[21-100],[21-100],[0-15],[16-20],[0-15],[0-15],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-0.33],[5-6],[0-3],[3-5],[6-8],[7-10]
1471,male,asian/pacific islander/asian-american,european/caucasian-american,financial math,0.0,0,[4-6],[2-5],[2-5],[21-100],[0-15],[16-20],[16-20],[16-20],[0-15],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[21-100],[0-15],[0-15],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[9-10],[9-10],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[0-0.33],[7-10],[10-20],[3-5],[6-8],[0-4]
872,female,latino/hispanic american,european/caucasian-american,law,0.0,0,[0-1],[0-1],[0-1],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[0-5],[0.33-1],[5-6],[0-3],[3-5],[6-8],[7-10]
3781,female,european/caucasian-american,latino/hispanic american,psychology,0.0,0,[4-6],[0-1],[6-10],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[0-15],[21-100],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[0-0.33],[0-4],[0-3],[0-2],[6-8],[0-4]
595,male,european/caucasian-american,european/caucasian-american,psychology,0.0,0,[2-3],[2-5],[2-5],[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[0.33-1],[7-10],[4-9],[3-5],[9-10],[7-10]
3529,male,asian/pacific islander/asian-american,european/caucasian-american,earth and environmental science,0.0,0,[2-3],[0-1],[0-1],[0-15],[16-20],[16-20],[0-15],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[16-20],[21-100],[0-15],[0-15],[0-15],[21-100],[0-5],[9-10],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[-1-0],[5-6],[0-3],[3-5],[6-8],[5-6]
7815,female,other,european/caucasian-american,social work,0.0,0,[0-1],[2-5],[2-5],[16-20],[0-15],[16-20],[16-20],[0-15],[0-15],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[21-100],[16-20],[0-15],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0.33-1],[0-4],[0-3],[0-2],[0-5],[0-4]
7313,male,other,other,theater,0.0,0,[7-37],[2-5],[6-10],[0-15],[21-100],[0-15],[0-15],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[-1-0],[5-6],[0-3],[3-5],[6-8],[5-6]
5696,male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,business,0.0,0,[0-1],[6-10],[6-10],[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[21-100],[0-15],[0-15],[16-20],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[9-10],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[9-10],[0-5],[6-8],[9-10],[0-5],[0.33-1],[5-6],[0-3],[0-2],[0-5],[5-6]
7143,male,european/caucasian-american,european/caucasian-american,sociology,1.0,0,[2-3],[0-1],[0-1],[16-20],[16-20],[0-15],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[0.33-1],[5-6],[0-3],[3-5],[9-10],[7-10]
1334,male,asian/pacific islander/asian-american,latino/hispanic american,business [mba],0.0,0,[4-6],[6-10],[6-10],[0-15],[21-100],[16-20],[0-15],[16-20],[0-15],[0-5],[0-5],[9-10],[0-5],[9-10],[0-5],[16-20],[16-20],[16-20],[0-15],[0-15],[16-20],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[0.33-1],[5-6],[0-3],[3-5],[0-5],[0-4]
3671,female,asian/pacific islander/asian-american,european/caucasian-american,medicine,1.0,0,[7-37],[6-10],[2-5],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[21-100],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[0-0.33],[5-6],[0-3],[0-2],[6-8],[5-6]
6776,male,asian/pacific islander/asian-american,european/caucasian-american,mba,0.0,0,[2-3],[2-5],[0-1],[0-15],[21-100],[21-100],[0-15],[0-15],[0-15],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[16-20],[21-100],[0-15],[16-20],[0-15],[0-15],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-0.33],[0-4],[0-3],[0-2],[6-8],[0-4]
4891,female,european/caucasian-american,asian/pacific islander/asian-american,sipa / mia,0.0,0,[0-1],[2-5],[6-10],[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[0-15],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[0-5],[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[-1-0],[5-6],[0-3],[0-2],[6-8],[5-6]
2808,female,european/caucasian-american,european/caucasian-american,business,0.0,0,[2-3],[6-10],[6-10],[16-20],[21-100],[16-20],[21-100],[0-15],[0-15],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[0-5],[9-10],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[0.33-1],[0-4],[0-3],[0-2],[6-8],[5-6]
7797,female,latino/hispanic american,asian/pacific islander/asian-american,social work,0.0,0,[2-3],[2-5],[2-5],[0-15],[21-100],[16-20],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-15],[0-15],[21-100],[16-20],[0-15],[0-15],[0-5],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[9-10],[6-8],[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[0-0.33],[5-6],[0-3],[0-2],[0-5],[0-4]
2614,female,european/caucasian-american,other,clinical psychology,0.0,0,[0-1],[6-10],[6-10],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[6-8],[9-10],[0-5],[-1-0],[7-10],[0-3],[0-2],[6-8],[7-10]
6211,male,european/caucasian-american,asian/pacific islander/asian-american,financial engineering,0.0,0,[2-3],[6-10],[6-10],[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],[0-5],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[-1-0],[5-6],[0-3],[3-5],[6-8],[5-6]
8021,male,european/caucasian-american,latino/hispanic american,math,0.0,0,[2-3],[0-1],[0-1],[0-15],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[0-5],[6-8],[0-5],[6-8],[0-5],[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[9-10],[6-8],[0-5],[0.33-1],[7-10],[0-3],[3-5],[0-5],[0-4]
