,gender,race,race_o,field,met,match,d_d_age,d_importance_same_race,d_importance_same_religion,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,d_interests_correlate,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,d_like,d_guess_prob_liked
4678,male,european/caucasian-american,european/caucasian-american,computer science,0.0,0,[2-3],[6-10],[6-10],[0-15],[16-20],[21-100],[0-15],[0-15],[0-15],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[0-5],[0.33-1],[5-6],[0-3],[0-2],[0-5],[5-6]
4679,male,european/caucasian-american,european/caucasian-american,computer science,0.0,1,[4-6],[6-10],[6-10],[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[0-5],[0.33-1],[5-6],[0-3],[0-2],[6-8],[7-10]
4680,male,european/caucasian-american,european/caucasian-american,computer science,0.0,0,[2-3],[6-10],[6-10],[0-15],[21-100],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[0-5],[0.33-1],[5-6],[0-3],[0-2],[0-5],[5-6]
4682,male,european/caucasian-american,european/caucasian-american,computer science,0.0,0,[7-37],[6-10],[6-10],[0-15],[16-20],[21-100],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[0-5],[0-4]
4683,male,european/caucasian-american,european/caucasian-american,computer science,0.0,0,[7-37],[6-10],[6-10],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[9-10],[0-5],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[6-8],[5-6]
4685,male,european/caucasian-american,european/caucasian-american,computer science,0.0,0,[7-37],[6-10],[6-10],[16-20],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[0-5],[6-8],[0-5],[6-8],[0-5],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[6-8],[0-4]
4686,male,european/caucasian-american,european/caucasian-american,computer science,0.0,0,[2-3],[6-10],[6-10],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[6-8],[5-6]
4687,male,european/caucasian-american,asian/pacific islander/asian-american,computer science,0.0,0,[4-6],[6-10],[6-10],[0-15],[21-100],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[6-8],[5-6]
4688,male,european/caucasian-american,asian/pacific islander/asian-american,computer science,0.0,0,[2-3],[6-10],[6-10],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[6-8],[5-6]
4689,male,european/caucasian-american,asian/pacific islander/asian-american,computer science,0.0,0,[2-3],[6-10],[6-10],[0-15],[16-20],[16-20],[0-15],[16-20],[0-15],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[0-5],[-1-0],[5-6],[0-3],[0-2],[6-8],[7-10]
4692,male,asian/pacific islander/asian-american,european/caucasian-american,finance/economics,0.0,0,[0-1],[0-1],[0-1],[0-15],[16-20],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[21-100],[16-20],[0-15],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[-1-0],[7-10],[0-3],[3-5],[6-8],[7-10]
4693,male,asian/pacific islander/asian-american,european/caucasian-american,finance/economics,0.0,0,[7-37],[0-1],[0-1],[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],[0-5],[9-10],[9-10],[6-8],[9-10],[6-8],[21-100],[16-20],[0-15],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[-1-0],[7-10],[0-3],[3-5],[6-8],[5-6]
4694,male,asian/pacific islander/asian-american,european/caucasian-american,finance/economics,0.0,0,[7-37],[0-1],[0-1],[0-15],[21-100],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[21-100],[16-20],[0-15],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[-1-0],[7-10],[0-3],[3-5],[6-8],[0-4]
4695,male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,finance/economics,0.0,0,[4-6],[0-1],[0-1],[0-15],[21-100],[0-15],[16-20],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[21-100],[16-20],[0-15],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[-1-0],[7-10],[0-3],[3-5],[6-8],[7-10]
4696,male,asian/pacific islander/asian-american,european/caucasian-american,finance/economics,0.0,0,[4-6],[0-1],[0-1],[0-15],[16-20],[21-100],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[6-8],[9-10],[21-100],[16-20],[0-15],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[0-0.33],[7-10],[0-3],[3-5],[0-5],[0-4]
4699,male,asian/pacific islander/asian-american,european/caucasian-american,finance/economics,0.0,0,[4-6],[0-1],[0-1],[16-20],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[16-20],[0-15],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[0.33-1],[7-10],[0-3],[3-5],[6-8],[7-10]
4700,male,asian/pacific islander/asian-american,european/caucasian-american,finance/economics,0.0,0,[0-1],[0-1],[0-1],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[21-100],[16-20],[0-15],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[0-0.33],[7-10],[0-3],[3-5],[6-8],[7-10]
4701,male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,finance/economics,0.0,0,[0-1],[0-1],[0-1],[0-15],[21-100],[16-20],[0-15],[0-15],[0-15],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[16-20],[0-15],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[0-0.33],[7-10],[0-3],[3-5],[6-8],[7-10]
4702,male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,finance/economics,0.0,0,[7-37],[0-1],[0-1],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[16-20],[0-15],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[-1-0],[7-10],[0-3],[3-5],[6-8],[7-10]
4703,male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,finance/economics,0.0,0,[2-3],[0-1],[0-1],[0-15],[16-20],[16-20],[0-15],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[16-20],[0-15],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[0-0.33],[7-10],[0-3],[3-5],[6-8],[7-10]
4704,male,european/caucasian-american,asian/pacific islander/asian-american,museum anthropology,0.0,0,[7-37],[2-5],[0-1],[16-20],[16-20],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[6-8],[7-10]
4705,male,european/caucasian-american,european/caucasian-american,museum anthropology,0.0,0,[7-37],[2-5],[0-1],[0-15],[16-20],[16-20],[16-20],[16-20],[16-20],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[0-5],[5-6]
4706,male,european/caucasian-american,european/caucasian-american,museum anthropology,0.0,0,[4-6],[2-5],[0-1],[0-15],[16-20],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[21-100],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[-1-0],[5-6],[0-3],[0-2],[0-5],[5-6]
4707,male,european/caucasian-american,european/caucasian-american,museum anthropology,0.0,0,[2-3],[2-5],[0-1],[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[21-100],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[0-5],[0-5],[6-8],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[0-5],[5-6]
4708,male,european/caucasian-american,european/caucasian-american,museum anthropology,0.0,0,[0-1],[2-5],[0-1],[0-15],[21-100],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[21-100],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[0-5],[5-6]
4709,male,european/caucasian-american,asian/pacific islander/asian-american,museum anthropology,0.0,0,[0-1],[2-5],[0-1],[0-15],[21-100],[0-15],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[21-100],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[0.33-1],[5-6],[0-3],[0-2],[0-5],[7-10]
4710,male,european/caucasian-american,european/caucasian-american,museum anthropology,0.0,0,[7-37],[2-5],[0-1],[0-15],[16-20],[21-100],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[21-100],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[0.33-1],[5-6],[0-3],[0-2],[0-5],[5-6]
4711,male,european/caucasian-american,european/caucasian-american,museum anthropology,0.0,0,[7-37],[2-5],[0-1],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[21-100],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[0.33-1],[5-6],[0-3],[0-2],[0-5],[0-4]
4712,male,european/caucasian-american,european/caucasian-american,museum anthropology,0.0,0,[2-3],[2-5],[0-1],[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[21-100],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[-1-0],[5-6],[0-3],[0-2],[6-8],[7-10]
4713,male,european/caucasian-american,european/caucasian-american,museum anthropology,0.0,0,[7-37],[2-5],[0-1],[16-20],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[21-100],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[0.33-1],[5-6],[0-3],[0-2],[9-10],[5-6]
4714,male,european/caucasian-american,european/caucasian-american,museum anthropology,0.0,0,[4-6],[2-5],[0-1],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[21-100],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[6-8],[5-6]
4715,male,european/caucasian-american,asian/pacific islander/asian-american,museum anthropology,0.0,0,[4-6],[2-5],[0-1],[0-15],[21-100],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[0-5],[5-6]
4716,male,european/caucasian-american,asian/pacific islander/asian-american,museum anthropology,0.0,0,[0-1],[2-5],[0-1],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[-1-0],[5-6],[0-3],[0-2],[0-5],[5-6]
4717,male,european/caucasian-american,asian/pacific islander/asian-american,museum anthropology,0.0,1,[4-6],[2-5],[0-1],[0-15],[16-20],[16-20],[0-15],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[0.33-1],[5-6],[0-3],[0-2],[6-8],[7-10]
4718,male,european/caucasian-american,asian/pacific islander/asian-american,business,0.0,0,[2-3],[2-5],[2-5],[16-20],[16-20],[21-100],[0-15],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[0-15],[16-20],[16-20],[0-15],[21-100],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[6-8],[7-10]
4720,male,european/caucasian-american,european/caucasian-american,business,0.0,0,[0-1],[2-5],[2-5],[0-15],[16-20],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[16-20],[0-15],[16-20],[16-20],[0-15],[21-100],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[0-5],[6-8],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[0-5],[5-6]
4721,male,european/caucasian-american,european/caucasian-american,business,0.0,0,[4-6],[2-5],[2-5],[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[0-15],[16-20],[16-20],[0-15],[21-100],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[-1-0],[5-6],[0-3],[0-2],[6-8],[7-10]
4722,male,european/caucasian-american,european/caucasian-american,business,0.0,0,[4-6],[2-5],[2-5],[0-15],[21-100],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[0-15],[16-20],[16-20],[0-15],[21-100],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[-1-0],[5-6],[0-3],[0-2],[6-8],[7-10]
4723,male,european/caucasian-american,asian/pacific islander/asian-american,business,0.0,0,[2-3],[2-5],[2-5],[0-15],[21-100],[0-15],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[16-20],[0-15],[16-20],[16-20],[0-15],[21-100],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[0-5],[0-4]
4725,male,european/caucasian-american,european/caucasian-american,business,0.0,0,[7-37],[2-5],[2-5],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[16-20],[0-15],[16-20],[16-20],[0-15],[21-100],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[6-8],[7-10]
4727,male,european/caucasian-american,european/caucasian-american,business,0.0,1,[4-6],[2-5],[2-5],[16-20],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[0-15],[16-20],[16-20],[0-15],[21-100],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[9-10],[5-6]
4728,male,european/caucasian-american,european/caucasian-american,business,0.0,0,[0-1],[2-5],[2-5],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[16-20],[0-15],[16-20],[16-20],[0-15],[21-100],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[6-8],[7-10]
4729,male,european/caucasian-american,asian/pacific islander/asian-american,business,0.0,0,[2-3],[2-5],[2-5],[0-15],[21-100],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[0-15],[16-20],[16-20],[0-15],[21-100],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[0-5],[5-6]
