,has_null,wave,gender,age,age_o,d_age,d_d_age,race,race_o,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,d_interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,like,guess_prob_liked,d_like,d_guess_prob_liked,met,decision,decision_o,match
949,0,3,male,26,22,4,[4-6],european/caucasian-american,european/caucasian-american,1,5,1,[2-5],[0-1],mba,10,20,20,20,15,15,[0-15],[16-20],[16-20],[16-20],[0-15],[0-15],8,10,10,10,10,10,[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],25,10,20,20,15,10,[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],8,6,8,9,6,[6-8],[6-8],[6-8],[9-10],[6-8],5,8,7,5,5,4,[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],9,4,9,5,7,5,7,5,5,8,3,7,8,5,8,5,6,[9-10],[0-5],[9-10],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],0.02,[0-0.33],3,2,0,[0-4],[0-3],[0-2],7,2,[6-8],[0-4],0,0,1,0
952,0,3,male,26,29,3,[2-3],european/caucasian-american,other,0,5,1,[2-5],[0-1],mba,5,20,25,15,15,20,[0-15],[16-20],[21-100],[0-15],[0-15],[16-20],6,10,10,8,8,8,[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],25,10,20,20,15,10,[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],8,6,8,9,6,[6-8],[6-8],[6-8],[9-10],[6-8],6,6,6,8,6,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],9,4,9,5,7,5,7,5,5,8,3,7,8,5,8,5,6,[9-10],[0-5],[9-10],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],0.45,[0.33-1],3,2,0,[0-4],[0-3],[0-2],7,2,[6-8],[0-4],0,0,0,0
953,0,3,male,26,28,2,[2-3],european/caucasian-american,european/caucasian-american,1,5,1,[2-5],[0-1],mba,15,15,20,15,15,20,[0-15],[0-15],[16-20],[0-15],[0-15],[16-20],6,5,6,8,8,4,[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],25,10,20,20,15,10,[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],8,6,8,9,6,[6-8],[6-8],[6-8],[9-10],[6-8],5,8,9,7,5,5,[0-5],[6-8],[9-10],[6-8],[0-5],[0-5],9,4,9,5,7,5,7,5,5,8,3,7,8,5,8,5,6,[9-10],[0-5],[9-10],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],0.14,[0-0.33],3,2,0,[0-4],[0-3],[0-2],6,2,[6-8],[0-4],0,0,0,0
954,0,3,male,26,26,0,[0-1],european/caucasian-american,latino/hispanic american,0,5,1,[2-5],[0-1],mba,30,10,20,20,10,10,[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],7,7,8,7,8,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],25,10,20,20,15,10,[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],8,6,8,9,6,[6-8],[6-8],[6-8],[9-10],[6-8],8,6,7,5,6,7,[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],9,4,9,5,7,5,7,5,5,8,3,7,8,5,8,5,6,[9-10],[0-5],[9-10],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],0.37,[0.33-1],3,2,0,[0-4],[0-3],[0-2],7,2,[6-8],[0-4],0,0,0,0
955,0,3,male,26,24,2,[2-3],european/caucasian-american,asian/pacific islander/asian-american,0,5,1,[2-5],[0-1],mba,5,15,45,25,0,10,[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],6,6,9,8,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],25,10,20,20,15,10,[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],8,6,8,9,6,[6-8],[6-8],[6-8],[9-10],[6-8],5,7,9,7,5,4,[0-5],[6-8],[9-10],[6-8],[0-5],[0-5],9,4,9,5,7,5,7,5,5,8,3,7,8,5,8,5,6,[9-10],[0-5],[9-10],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],0.63,[0.33-1],3,2,0,[0-4],[0-3],[0-2],7,2,[6-8],[0-4],0,0,1,0
956,0,3,male,26,27,1,[0-1],european/caucasian-american,asian/pacific islander/asian-american,0,5,1,[2-5],[0-1],mba,10,25,25,10,10,20,[0-15],[21-100],[21-100],[0-15],[0-15],[16-20],5,6,8,6,8,4,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],25,10,20,20,15,10,[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],8,6,8,9,6,[6-8],[6-8],[6-8],[9-10],[6-8],6,6,9,6,6,5,[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],9,4,9,5,7,5,7,5,5,8,3,7,8,5,8,5,6,[9-10],[0-5],[9-10],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],0.34,[0.33-1],3,2,0,[0-4],[0-3],[0-2],6,2,[6-8],[0-4],0,0,0,0
957,0,3,male,26,23,3,[2-3],european/caucasian-american,other,0,5,1,[2-5],[0-1],mba,17,17,17,17,17,15,[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],7,7,8,7,7,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],25,10,20,20,15,10,[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],8,6,8,9,6,[6-8],[6-8],[6-8],[9-10],[6-8],7,7,7,7,7,8,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],9,4,9,5,7,5,7,5,5,8,3,7,8,5,8,5,6,[9-10],[0-5],[9-10],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],0.02,[0-0.33],3,2,0,[0-4],[0-3],[0-2],7,3,[6-8],[0-4],0,0,0,0
958,0,3,male,21,23,2,[2-3],european/caucasian-american,european/caucasian-american,1,6,7,[6-10],[6-10],law,17,18,18,15,17,15,[16-20],[16-20],[16-20],[0-15],[16-20],[0-15],3,10,8,6,7,7,[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],60,15,0,15,0,10,[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],6,8,8,10,10,[6-8],[6-8],[6-8],[9-10],[9-10],9,8,8,10,9,6,[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],[0-5],-0.37,[-1-0],9,5,2,[7-10],[4-9],[0-2],8,1,[6-8],[0-4],0,1,0,0
959,0,3,male,21,22,1,[0-1],european/caucasian-american,european/caucasian-american,1,6,7,[6-10],[6-10],law,10,20,20,20,15,15,[0-15],[16-20],[16-20],[16-20],[0-15],[0-15],10,9,9,8,8,7,[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],60,15,0,15,0,10,[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],6,8,8,10,10,[6-8],[6-8],[6-8],[9-10],[9-10],6,9,8,6,8,6,[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],[0-5],-0.34,[-1-0],9,5,2,[7-10],[4-9],[0-2],9,3,[9-10],[0-4],0,1,1,1
962,0,3,male,21,29,8,[7-37],european/caucasian-american,other,0,6,7,[6-10],[6-10],law,5,20,25,15,15,20,[0-15],[16-20],[21-100],[0-15],[0-15],[16-20],2,10,10,1,7,2,[0-5],[9-10],[9-10],[0-5],[6-8],[0-5],60,15,0,15,0,10,[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],6,8,8,10,10,[6-8],[6-8],[6-8],[9-10],[9-10],4,8,6,6,5,1,[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],[0-5],-0.34,[-1-0],9,5,2,[7-10],[4-9],[0-2],2,0,[0-5],[0-4],0,0,0,0
963,0,3,male,21,28,7,[7-37],european/caucasian-american,european/caucasian-american,1,6,7,[6-10],[6-10],law,15,15,20,15,15,20,[0-15],[0-15],[16-20],[0-15],[0-15],[16-20],6,9,8,8,8,5,[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],60,15,0,15,0,10,[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],6,8,8,10,10,[6-8],[6-8],[6-8],[9-10],[9-10],6,6,8,7,7,2,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],[0-5],-0.47,[-1-0],9,5,2,[7-10],[4-9],[0-2],8,0,[6-8],[0-4],0,1,1,1
966,0,3,male,21,27,6,[4-6],european/caucasian-american,asian/pacific islander/asian-american,0,6,7,[6-10],[6-10],law,10,25,25,10,10,20,[0-15],[21-100],[21-100],[0-15],[0-15],[16-20],5,6,6,4,7,5,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],60,15,0,15,0,10,[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],6,8,8,10,10,[6-8],[6-8],[6-8],[9-10],[9-10],7,7,9,8,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],[0-5],-0.05,[-1-0],9,5,2,[7-10],[4-9],[0-2],6,0,[6-8],[0-4],0,0,1,0
967,0,3,male,21,23,2,[2-3],european/caucasian-american,other,0,6,7,[6-10],[6-10],law,17,17,17,17,17,15,[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],5,7,7,5,7,5,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],60,15,0,15,0,10,[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],6,8,8,10,10,[6-8],[6-8],[6-8],[9-10],[9-10],8,8,9,9,8,6,[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],[0-5],-0.37,[-1-0],9,5,2,[7-10],[4-9],[0-2],7,1,[6-8],[0-4],0,1,0,0
968,0,3,male,22,23,1,[0-1],european/caucasian-american,european/caucasian-american,1,8,1,[6-10],[0-1],engineering,17,18,18,15,17,15,[16-20],[16-20],[16-20],[0-15],[16-20],[0-15],3,10,5,3,5,4,[0-5],[9-10],[0-5],[0-5],[0-5],[0-5],21,20,19,20,10,10,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,8,8,[6-8],[9-10],[6-8],[6-8],[6-8],7,8,7,5,7,5,[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.65,[0.33-1],7,9,1,[7-10],[4-9],[0-2],6,7,[6-8],[7-10],0,1,0,0
969,0,3,male,22,22,0,[0-1],european/caucasian-american,european/caucasian-american,1,8,1,[6-10],[0-1],engineering,10,20,20,20,15,15,[0-15],[16-20],[16-20],[16-20],[0-15],[0-15],10,10,10,10,9,9,[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],21,20,19,20,10,10,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,8,8,[6-8],[9-10],[6-8],[6-8],[6-8],5,8,8,7,7,7,[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.44,[0.33-1],7,9,1,[7-10],[4-9],[0-2],6,6,[6-8],[5-6],0,0,1,0
972,0,3,male,22,29,7,[7-37],european/caucasian-american,other,0,8,1,[6-10],[0-1],engineering,5,20,25,15,15,20,[0-15],[16-20],[21-100],[0-15],[0-15],[16-20],10,4,8,1,1,3,[9-10],[0-5],[6-8],[0-5],[0-5],[0-5],21,20,19,20,10,10,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,8,8,[6-8],[9-10],[6-8],[6-8],[6-8],5,8,7,6,5,5,[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.61,[0.33-1],7,9,1,[7-10],[4-9],[0-2],5,6,[0-5],[5-6],0,0,0,0
973,0,3,male,22,28,6,[4-6],european/caucasian-american,european/caucasian-american,1,8,1,[6-10],[0-1],engineering,15,15,20,15,15,20,[0-15],[0-15],[16-20],[0-15],[0-15],[16-20],7,7,8,8,8,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],21,20,19,20,10,10,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,8,8,[6-8],[9-10],[6-8],[6-8],[6-8],5,8,7,5,6,5,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.41,[0.33-1],7,9,1,[7-10],[4-9],[0-2],6,7,[6-8],[7-10],0,0,0,0
974,0,3,male,22,26,4,[4-6],european/caucasian-american,latino/hispanic american,0,8,1,[6-10],[0-1],engineering,30,10,20,20,10,10,[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],7,7,6,6,7,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],21,20,19,20,10,10,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,8,8,[6-8],[9-10],[6-8],[6-8],[6-8],7,7,7,7,7,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.33,[0-0.33],7,9,1,[7-10],[4-9],[0-2],7,5,[6-8],[5-6],0,1,0,0
975,0,3,male,22,24,2,[2-3],european/caucasian-american,asian/pacific islander/asian-american,0,8,1,[6-10],[0-1],engineering,5,15,45,25,0,10,[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],3,8,5,3,7,1,[0-5],[6-8],[0-5],[0-5],[6-8],[0-5],21,20,19,20,10,10,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,8,8,[6-8],[9-10],[6-8],[6-8],[6-8],5,8,8,5,7,6,[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.21,[0-0.33],7,9,1,[7-10],[4-9],[0-2],6,6,[6-8],[5-6],0,0,0,0
976,0,3,male,22,27,5,[4-6],european/caucasian-american,asian/pacific islander/asian-american,0,8,1,[6-10],[0-1],engineering,10,25,25,10,10,20,[0-15],[21-100],[21-100],[0-15],[0-15],[16-20],6,6,7,6,6,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],21,20,19,20,10,10,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,8,8,[6-8],[9-10],[6-8],[6-8],[6-8],6,7,8,4,7,6,[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.07,[0-0.33],7,9,1,[7-10],[4-9],[0-2],5,5,[0-5],[5-6],0,0,1,0
977,0,3,male,22,23,1,[0-1],european/caucasian-american,other,0,8,1,[6-10],[0-1],engineering,17,17,17,17,17,15,[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],7,7,7,7,6,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],21,20,19,20,10,10,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,8,8,[6-8],[9-10],[6-8],[6-8],[6-8],5,7,7,7,6,7,[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.45,[0.33-1],7,9,1,[7-10],[4-9],[0-2],7,7,[6-8],[7-10],0,0,0,0
978,0,3,male,22,23,1,[0-1],european/caucasian-american,european/caucasian-american,1,7,3,[6-10],[2-5],mba,17,18,18,15,17,15,[16-20],[16-20],[16-20],[0-15],[16-20],[0-15],4,10,9,8,9,7,[0-5],[9-10],[9-10],[6-8],[9-10],[6-8],30,10,20,30,0,10,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],7,7,8,7,8,[6-8],[6-8],[6-8],[6-8],[6-8],7,7,6,5,4,5,[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],-0.31,[-1-0],2,4,0,[0-4],[4-9],[0-2],5,5,[0-5],[5-6],0,0,1,0
979,0,3,male,22,22,0,[0-1],european/caucasian-american,european/caucasian-american,1,7,3,[6-10],[2-5],mba,10,20,20,20,15,15,[0-15],[16-20],[16-20],[16-20],[0-15],[0-15],10,10,10,10,10,9,[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],30,10,20,30,0,10,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],7,7,8,7,8,[6-8],[6-8],[6-8],[6-8],[6-8],6,8,6,6,6,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],-0.58,[-1-0],2,4,0,[0-4],[4-9],[0-2],5,6,[0-5],[5-6],0,0,1,0
984,0,3,male,22,26,4,[4-6],european/caucasian-american,latino/hispanic american,0,7,3,[6-10],[2-5],mba,30,10,20,20,10,10,[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],7,8,8,7,9,7,[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],30,10,20,30,0,10,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],7,7,8,7,8,[6-8],[6-8],[6-8],[6-8],[6-8],7,7,7,6,5,5,[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],0.14,[0-0.33],2,4,0,[0-4],[4-9],[0-2],7,6,[6-8],[5-6],0,1,0,0
985,0,3,male,22,24,2,[2-3],european/caucasian-american,asian/pacific islander/asian-american,0,7,3,[6-10],[2-5],mba,5,15,45,25,0,10,[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],4,5,5,5,8,5,[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],30,10,20,30,0,10,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],7,7,8,7,8,[6-8],[6-8],[6-8],[6-8],[6-8],4,8,7,6,7,5,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],-0.23,[-1-0],2,4,0,[0-4],[4-9],[0-2],2,7,[0-5],[7-10],0,0,0,0
986,0,3,male,22,27,5,[4-6],european/caucasian-american,asian/pacific islander/asian-american,0,7,3,[6-10],[2-5],mba,10,25,25,10,10,20,[0-15],[21-100],[21-100],[0-15],[0-15],[16-20],6,6,7,6,5,4,[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],30,10,20,30,0,10,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],7,7,8,7,8,[6-8],[6-8],[6-8],[6-8],[6-8],3,7,6,6,5,5,[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],-0.01,[-1-0],2,4,0,[0-4],[4-9],[0-2],3,1,[0-5],[0-4],0,0,1,0
987,0,3,male,22,23,1,[0-1],european/caucasian-american,other,0,7,3,[6-10],[2-5],mba,17,17,17,17,17,15,[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],7,7,7,8,8,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],30,10,20,30,0,10,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],7,7,8,7,8,[6-8],[6-8],[6-8],[6-8],[6-8],6,8,7,7,6,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],-0.63,[-1-0],2,4,0,[0-4],[4-9],[0-2],6,5,[6-8],[5-6],0,0,0,0
998,0,3,male,24,23,1,[0-1],other,european/caucasian-american,0,3,3,[2-5],[2-5],law,17,18,18,15,17,15,[16-20],[16-20],[16-20],[0-15],[16-20],[0-15],3,10,9,2,9,3,[0-5],[9-10],[9-10],[0-5],[9-10],[0-5],20,20,20,20,10,10,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,7,8,8,8,[6-8],[6-8],[6-8],[6-8],[6-8],8,6,6,7,7,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],8,2,8,7,7,7,7,5,9,8,8,5,7,6,8,5,5,[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],0.37,[0.33-1],5,1,5,[5-6],[0-3],[3-5],6,5,[6-8],[5-6],0,1,0,0
999,0,3,male,24,22,2,[2-3],other,european/caucasian-american,0,3,3,[2-5],[2-5],law,10,20,20,20,15,15,[0-15],[16-20],[16-20],[16-20],[0-15],[0-15],8,8,10,10,9,7,[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],20,20,20,20,10,10,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,7,8,8,8,[6-8],[6-8],[6-8],[6-8],[6-8],6,8,7,6,5,5,[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],8,2,8,7,7,7,7,5,9,8,8,5,7,6,8,5,5,[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],0.23,[0-0.33],5,1,5,[5-6],[0-3],[3-5],6,5,[6-8],[5-6],0,1,0,0
1003,0,3,male,24,28,4,[4-6],other,european/caucasian-american,0,3,3,[2-5],[2-5],law,15,15,20,15,15,20,[0-15],[0-15],[16-20],[0-15],[0-15],[16-20],6,8,8,8,8,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],20,20,20,20,10,10,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,7,8,8,8,[6-8],[6-8],[6-8],[6-8],[6-8],6,7,8,6,5,7,[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],8,2,8,7,7,7,7,5,9,8,8,5,7,6,8,5,5,[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],0.28,[0-0.33],5,1,5,[5-6],[0-3],[3-5],6,6,[6-8],[5-6],0,1,1,1
